course_num,source_course_num,dg_id,player_name,event_key,event_completed,year,finish_position,prior_starts
704,510,17543,"Kim, Michael",2021-3,2021-02-07,2021,58,0
704,510,17543,"Kim, Michael",2024-3,2024-02-11,2024,74,1
704,510,17543,"Kim, Michael",2025-3,2025-02-09,2025,2,2
704,510,17543,"Kim, Michael",2026-3,2026-02-08,2026,18,3
704,510,17511,"Straka, Sepp",2021-3,2021-02-07,2021,67,0
704,510,17511,"Straka, Sepp",2022-3,2022-02-13,2022,66,1
704,510,17511,"Straka, Sepp",2025-3,2025-02-09,2025,15,2
704,510,17511,"Straka, Sepp",2026-3,2026-02-08,2026,18,3
704,510,23014,"Theegala, Sahith",2022-3,2022-02-13,2022,3,0
704,510,23014,"Theegala, Sahith",2023-3,2023-02-12,2023,39,1
704,510,23014,"Theegala, Sahith",2024-3,2024-02-11,2024,5,2
704,510,23014,"Theegala, Sahith",2025-3,2025-02-09,2025,57,3
704,510,23014,"Theegala, Sahith",2026-3,2026-02-08,2026,18,4
704,510,28159,"Meissner, Mac",2025-3,2025-02-09,2025,78,0
704,510,28159,"Meissner, Mac",2026-3,2026-02-08,2026,18,1
704,510,29433,"Bridgeman, Jacob",2025-3,2025-02-09,2025,78,0
704,510,29433,"Bridgeman, Jacob",2026-3,2026-02-08,2026,18,1
704,510,23504,"Hoey, Rico",2025-3,2025-02-09,2025,78,0
704,510,23504,"Hoey, Rico",2026-3,2026-02-08,2026,24,1
704,510,23838,"Hojgaard, Rasmus",2025-3,2025-02-09,2025,12,0
704,510,23838,"Hojgaard, Rasmus",2026-3,2026-02-08,2026,24,1
704,510,21891,"Kitayama, Kurt",2023-3,2023-02-12,2023,23,0
704,510,21891,"Kitayama, Kurt",2024-3,2024-02-11,2024,8,1
704,510,21891,"Kitayama, Kurt",2025-3,2025-02-09,2025,49,2
704,510,21891,"Kitayama, Kurt",2026-3,2026-02-08,2026,24,3
704,510,11889,"Fox, Ryan",2024-3,2024-02-11,2024,41,0
704,510,11889,"Fox, Ryan",2025-3,2025-02-09,2025,63,1
704,510,11889,"Fox, Ryan",2026-3,2026-02-08,2026,24,2
704,510,16394,"Jaeger, Stephan",2022-3,2022-02-13,2022,62,0
704,510,16394,"Jaeger, Stephan",2023-3,2023-02-12,2023,67,1
704,510,16394,"Jaeger, Stephan",2026-3,2026-02-08,2026,28,2
704,510,21883,"Ewart, A.J.",2026-3,2026-02-08,2026,28,0
704,510,13126,"Taylor, Nick",2021-3,2021-02-07,2021,67,0
704,510,13126,"Taylor, Nick",2022-3,2022-02-13,2022,68,1
704,510,13126,"Taylor, Nick",2023-3,2023-02-12,2023,2,2
704,510,13126,"Taylor, Nick",2024-3,2024-02-11,2024,1,3
704,510,13126,"Taylor, Nick",2025-3,2025-02-09,2025,25,4
704,510,13126,"Taylor, Nick",2026-3,2026-02-08,2026,28,5
704,510,24968,"Griffin, Ben",2024-3,2024-02-11,2024,28,0
704,510,24968,"Griffin, Ben",2025-3,2025-02-09,2025,36,1
704,510,24968,"Griffin, Ben",2026-3,2026-02-08,2026,28,2
704,510,15556,"Hughes, Mackenzie",2023-3,2023-02-12,2023,67,0
704,510,15556,"Hughes, Mackenzie",2025-3,2025-02-09,2025,36,1
704,510,15556,"Hughes, Mackenzie",2026-3,2026-02-08,2026,28,2
704,510,14577,"English, Harris",2021-3,2021-02-07,2021,67,0
704,510,14577,"English, Harris",2023-3,2023-02-12,2023,67,1
704,510,14577,"English, Harris",2024-3,2024-02-11,2024,17,2
704,510,14577,"English, Harris",2026-3,2026-02-08,2026,28,3
704,510,16841,"Lee, Min Woo",2024-3,2024-02-11,2024,71,0
704,510,16841,"Lee, Min Woo",2025-3,2025-02-09,2025,12,1
704,510,16841,"Lee, Min Woo",2026-3,2026-02-08,2026,28,2
704,510,13764,"Parry, John",2026-3,2026-02-08,2026,35,0
704,510,25569,"Stevens, Sam",2024-3,2024-02-11,2024,28,0
704,510,25569,"Stevens, Sam",2025-3,2025-02-09,2025,44,1
704,510,25569,"Stevens, Sam",2026-3,2026-02-08,2026,35,2
704,510,23604,"Clark, Wyndham",2021-3,2021-02-07,2021,36,0
704,510,23604,"Clark, Wyndham",2022-3,2022-02-13,2022,68,1
704,510,23604,"Clark, Wyndham",2023-3,2023-02-12,2023,10,2
704,510,23604,"Clark, Wyndham",2024-3,2024-02-11,2024,41,3
704,510,23604,"Clark, Wyndham",2025-3,2025-02-09,2025,16,4
704,510,23604,"Clark, Wyndham",2026-3,2026-02-08,2026,35,5
704,510,24766,"Kim, Tom",2023-3,2023-02-12,2023,50,0
704,510,24766,"Kim, Tom",2024-3,2024-02-11,2024,17,1
704,510,24766,"Kim, Tom",2025-3,2025-02-09,2025,44,2
704,510,24766,"Kim, Tom",2026-3,2026-02-08,2026,35,3
704,510,21554,"Poston, J.T.",2021-3,2021-02-07,2021,11,0
704,510,21554,"Poston, J.T.",2022-3,2022-02-13,2022,23,1
704,510,21554,"Poston, J.T.",2023-3,2023-02-12,2023,67,2
704,510,21554,"Poston, J.T.",2024-3,2024-02-11,2024,74,3
704,510,21554,"Poston, J.T.",2025-3,2025-02-09,2025,16,4
704,510,21554,"Poston, J.T.",2026-3,2026-02-08,2026,35,5
704,510,18474,"Smalley, Alex",2025-3,2025-02-09,2025,21,0
704,510,18474,"Smalley, Alex",2026-3,2026-02-08,2026,35,1
704,510,17365,"Mitchell, Keith",2021-3,2021-02-07,2021,67,0
704,510,17365,"Mitchell, Keith",2022-3,2022-02-13,2022,10,1
704,510,17365,"Mitchell, Keith",2023-3,2023-02-12,2023,42,2
704,510,17365,"Mitchell, Keith",2024-3,2024-02-11,2024,17,3
704,510,17365,"Mitchell, Keith",2025-3,2025-02-09,2025,25,4
704,510,17365,"Mitchell, Keith",2026-3,2026-02-08,2026,41,5
704,510,23816,"Valimaki, Sami",2024-3,2024-02-11,2024,41,0
704,510,23816,"Valimaki, Sami",2025-3,2025-02-09,2025,78,1
704,510,23816,"Valimaki, Sami",2026-3,2026-02-08,2026,41,2
704,510,32457,"Keefer, Johnny",2026-3,2026-02-08,2026,41,0
704,510,21407,"Reitan, Kristoffer",2026-3,2026-02-08,2026,41,0
704,510,23841,"Neergaard-Petersen, Rasmus",2026-3,2026-02-08,2026,41,0
704,510,26651,"Young, Cameron",2022-3,2022-02-13,2022,26,0
704,510,26651,"Young, Cameron",2023-3,2023-02-12,2023,64,1
704,510,26651,"Young, Cameron",2024-3,2024-02-11,2024,8,2
704,510,26651,"Young, Cameron",2025-3,2025-02-09,2025,12,3
704,510,26651,"Young, Cameron",2026-3,2026-02-08,2026,41,4
704,510,19895,"Schauffele, Xander",2021-3,2021-02-07,2021,2,0
704,510,19895,"Schauffele, Xander",2022-3,2022-02-13,2022,3,1
704,510,19895,"Schauffele, Xander",2023-3,2023-02-12,2023,10,2
704,510,19895,"Schauffele, Xander",2026-3,2026-02-08,2026,41,3
704,510,23505,"McGreevy, Max",2023-3,2023-02-12,2023,67,0
704,510,23505,"McGreevy, Max",2025-3,2025-02-09,2025,78,1
704,510,23505,"McGreevy, Max",2026-3,2026-02-08,2026,48,2
704,510,24343,"Lamprecht, Christo",2026-3,2026-02-08,2026,48,0
704,510,29197,"Brennan, Michael",2026-3,2026-02-08,2026,48,0
704,510,19846,"Bauchou, Zach",2026-3,2026-02-08,2026,48,0
704,510,19840,"Ramey, Chad",2023-3,2023-02-12,2023,67,0
704,510,19840,"Ramey, Chad",2024-3,2024-02-11,2024,74,1
704,510,19840,"Ramey, Chad",2025-3,2025-02-09,2025,78,2
704,510,19840,"Ramey, Chad",2026-3,2026-02-08,2026,48,3
704,510,16162,"Lee, S.T.",2026-3,2026-02-08,2026,48,0
704,510,21688,"Kim, S.H.",2024-3,2024-02-11,2024,28,0
704,510,21688,"Kim, S.H.",2026-3,2026-02-08,2026,54,1
704,510,28469,"Highsmith, Joe",2025-3,2025-02-09,2025,78,0
704,510,28469,"Highsmith, Joe",2026-3,2026-02-08,2026,54,1
704,510,29925,"Yellamaraju, Sudarshan",2026-3,2026-02-08,2026,54,0
704,510,18628,"Campbell, Brian",2026-3,2026-02-08,2026,54,0
704,510,22085,"Morikawa, Collin",2023-3,2023-02-12,2023,67,0
704,510,22085,"Morikawa, Collin",2026-3,2026-02-08,2026,54,1
704,510,20954,"Hirata, Kensei",2026-3,2026-02-08,2026,54,0
704,510,25319,"VanDerLaan, John",2026-3,2026-02-08,2026,60,0
704,510,19729,"Kanaya, Takumi",2026-3,2026-02-08,2026,60,0
704,510,14792,"Saddier, Adrien",2026-3,2026-02-08,2026,60,0
704,510,16283,"Rodgers, Patrick",2021-3,2021-02-07,2021,67,0
704,510,16283,"Rodgers, Patrick",2022-3,2022-02-13,2022,68,1
704,510,16283,"Rodgers, Patrick",2023-3,2023-02-12,2023,14,2
704,510,16283,"Rodgers, Patrick",2025-3,2025-02-09,2025,78,3
704,510,16283,"Rodgers, Patrick",2026-3,2026-02-08,2026,60,4
704,510,12577,"Woodland, Gary",2021-3,2021-02-07,2021,67,0
704,510,12577,"Woodland, Gary",2022-3,2022-02-13,2022,68,1
704,510,12577,"Woodland, Gary",2023-3,2023-02-12,2023,42,2
704,510,12577,"Woodland, Gary",2024-3,2024-02-11,2024,74,3
704,510,12577,"Woodland, Gary",2025-3,2025-02-09,2025,21,4
704,510,12577,"Woodland, Gary",2026-3,2026-02-08,2026,64,5
704,510,27364,"Thompson, Davis",2023-3,2023-02-12,2023,67,0
704,510,27364,"Thompson, Davis",2024-3,2024-02-11,2024,15,1
704,510,27364,"Thompson, Davis",2025-3,2025-02-09,2025,36,2
704,510,27364,"Thompson, Davis",2026-3,2026-02-08,2026,64,3
704,510,27164,"Phillips, Chandler",2025-3,2025-02-09,2025,49,0
704,510,27164,"Phillips, Chandler",2026-3,2026-02-08,2026,66,1
704,510,17538,"Homa, Max",2021-3,2021-02-07,2021,42,0
704,510,17538,"Homa, Max",2022-3,2022-02-13,2022,14,1
704,510,17538,"Homa, Max",2023-3,2023-02-12,2023,39,2
704,510,17538,"Homa, Max",2024-3,2024-02-11,2024,74,3
704,510,17538,"Homa, Max",2025-3,2025-02-09,2025,78,4
704,510,17538,"Homa, Max",2026-3,2026-02-08,2026,66,5
704,510,32055,"Shipley, Neal",2026-3,2026-02-08,2026,68,0
704,510,21943,"Lebioda, Hank",2022-3,2022-02-13,2022,68,0
704,510,21943,"Lebioda, Hank",2026-3,2026-02-08,2026,68,1
704,510,14502,"Cauley, Bud",2024-3,2024-02-11,2024,65,0
704,510,14502,"Cauley, Bud",2025-3,2025-02-09,2025,21,1
704,510,14502,"Cauley, Bud",2026-3,2026-02-08,2026,68,2
704,510,21074,"Nakajima, Keita",2026-3,2026-02-08,2026,71,0
704,510,13470,"Kizzire, Patton",2021-3,2021-02-07,2021,50,0
704,510,13470,"Kizzire, Patton",2022-3,2022-02-13,2022,10,1
704,510,13470,"Kizzire, Patton",2023-3,2023-02-12,2023,67,2
704,510,13470,"Kizzire, Patton",2024-3,2024-02-11,2024,74,3
704,510,13470,"Kizzire, Patton",2025-3,2025-02-09,2025,78,4
704,510,13470,"Kizzire, Patton",2026-3,2026-02-08,2026,72,5
704,510,17786,"Davis, Cam",2022-3,2022-02-13,2022,68,0
704,510,17786,"Davis, Cam",2026-3,2026-02-08,2026,73,1
704,510,12808,"Grillo, Emiliano",2021-3,2021-02-07,2021,22,0
704,510,12808,"Grillo, Emiliano",2022-3,2022-02-13,2022,68,1
704,510,12808,"Grillo, Emiliano",2023-3,2023-02-12,2023,67,2
704,510,12808,"Grillo, Emiliano",2024-3,2024-02-11,2024,22,3
704,510,12808,"Grillo, Emiliano",2025-3,2025-02-09,2025,76,4
704,510,12808,"Grillo, Emiliano",2026-3,2026-02-08,2026,74,5
704,510,14509,"Dahmen, Joel",2021-3,2021-02-07,2021,67,0
704,510,14509,"Dahmen, Joel",2022-3,2022-02-13,2022,62,1
704,510,14509,"Dahmen, Joel",2023-3,2023-02-12,2023,50,2
704,510,14509,"Dahmen, Joel",2024-3,2024-02-11,2024,41,3
704,510,14509,"Dahmen, Joel",2025-3,2025-02-09,2025,78,4
704,510,14509,"Dahmen, Joel",2026-3,2026-02-08,2026,74,5
704,510,22002,"Dumont de Chassart, Adrien",2024-3,2024-02-11,2024,60,0
704,510,22002,"Dumont de Chassart, Adrien",2026-3,2026-02-08,2026,74,1
704,510,23465,"Greyserman, Max",2025-3,2025-02-09,2025,49,0
704,510,23465,"Greyserman, Max",2026-3,2026-02-08,2026,74,1
704,510,13412,"Olesen, Thorbjorn",2026-3,2026-02-08,2026,74,0
704,510,18103,"Bezuidenhout, Christiaan",2023-3,2023-02-12,2023,67,0
704,510,18103,"Bezuidenhout, Christiaan",2024-3,2024-02-11,2024,28,1
704,510,18103,"Bezuidenhout, Christiaan",2025-3,2025-02-09,2025,4,2
704,510,18103,"Bezuidenhout, Christiaan",2026-3,2026-02-08,2026,74,3
704,510,12909,"Campos, Rafael",2025-3,2025-02-09,2025,78,0
704,510,12909,"Campos, Rafael",2026-3,2026-02-08,2026,74,1
704,510,24304,"Vilips, Karl",2026-3,2026-02-08,2026,74,0
704,510,16333,"Hubbard, Mark",2021-3,2021-02-07,2021,30,0
704,510,16333,"Hubbard, Mark",2023-3,2023-02-12,2023,67,1
704,510,16333,"Hubbard, Mark",2024-3,2024-02-11,2024,53,2
704,510,16333,"Hubbard, Mark",2025-3,2025-02-09,2025,78,3
704,510,16333,"Hubbard, Mark",2026-3,2026-02-08,2026,74,4
704,510,12423,"Kirk, Chris",2021-3,2021-02-07,2021,67,0
704,510,12423,"Kirk, Chris",2022-3,2022-02-13,2022,14,1
704,510,12423,"Kirk, Chris",2023-3,2023-02-12,2023,67,2
704,510,12423,"Kirk, Chris",2025-3,2025-02-09,2025,78,3
704,510,12423,"Kirk, Chris",2026-3,2026-02-08,2026,74,4
704,510,14926,"Malnati, Peter",2022-3,2022-02-13,2022,65,0
704,510,14926,"Malnati, Peter",2023-3,2023-02-12,2023,67,1
704,510,14926,"Malnati, Peter",2024-3,2024-02-11,2024,74,2
704,510,14926,"Malnati, Peter",2025-3,2025-02-09,2025,49,3
704,510,14926,"Malnati, Peter",2026-3,2026-02-08,2026,74,4
704,510,25908,"Whaley, Vincent",2021-3,2021-02-07,2021,67,0
704,510,25908,"Whaley, Vince",2024-3,2024-02-11,2024,74,1
704,510,25908,"Whaley, Vince",2025-3,2025-02-09,2025,78,2
704,510,25908,"Whaley, Vince",2026-3,2026-02-08,2026,74,3
704,510,26653,"Eckroat, Austin",2022-3,2022-02-13,2022,64,0
704,510,26653,"Eckroat, Austin",2024-3,2024-02-11,2024,74,1
704,510,26653,"Eckroat, Austin",2025-3,2025-02-09,2025,78,2
704,510,26653,"Eckroat, Austin",2026-3,2026-02-08,2026,74,3
704,510,24342,"Higgo, Garrick",2022-3,2022-02-13,2022,21,0
704,510,24342,"Higgo, Garrick",2023-3,2023-02-12,2023,67,1
704,510,24342,"Higgo, Garrick",2024-3,2024-02-11,2024,49,2
704,510,24342,"Higgo, Garrick",2026-3,2026-02-08,2026,74,3
704,510,16243,"Koepka, Brooks",2021-3,2021-02-07,2021,1,0
704,510,16243,"Koepka, Brooks",2022-3,2022-02-13,2022,3,1
704,510,16243,"Koepka, Brooks",2026-3,2026-02-08,2026,74,2
704,510,20766,"Brown, Dan",2026-3,2026-02-08,2026,74,0
704,510,15575,"Hoge, Tom",2021-3,2021-02-07,2021,67,0
704,510,15575,"Hoge, Tom",2022-3,2022-02-13,2022,14,1
704,510,15575,"Hoge, Tom",2023-3,2023-02-12,2023,67,2
704,510,15575,"Hoge, Tom",2024-3,2024-02-11,2024,17,3
704,510,15575,"Hoge, Tom",2025-3,2025-02-09,2025,78,4
704,510,15575,"Hoge, Tom",2026-3,2026-02-08,2026,74,5
704,510,28635,"McCarty, Matt",2025-3,2025-02-09,2025,78,0
704,510,28635,"McCarty, Matt",2026-3,2026-02-08,2026,74,1
704,510,17576,"Conners, Corey",2021-3,2021-02-07,2021,17,0
704,510,17576,"Conners, Corey",2022-3,2022-02-13,2022,38,1
704,510,17576,"Conners, Corey",2023-3,2023-02-12,2023,50,2
704,510,17576,"Conners, Corey",2024-3,2024-02-11,2024,28,3
704,510,17576,"Conners, Corey",2025-3,2025-02-09,2025,74,4
704,510,17576,"Conners, Corey",2026-3,2026-02-08,2026,74,5
704,510,21889,"Kang, Jeffrey",2022-3,2022-02-13,2022,68,0
704,510,21889,"Kang, Jeffrey",2026-3,2026-02-08,2026,74,1
704,510,17550,"van Rooyen, Erik",2021-3,2021-02-07,2021,67,0
704,510,17550,"van Rooyen, Erik",2023-3,2023-02-12,2023,50,1
704,510,17550,"van Rooyen, Erik",2024-3,2024-02-11,2024,74,2
704,510,17550,"van Rooyen, Erik",2025-3,2025-02-09,2025,78,3
704,510,17550,"van Rooyen, Erik",2026-3,2026-02-08,2026,74,4
704,510,16591,"Rozo, Marcelo",2026-3,2026-02-08,2026,74,0
704,510,19960,"Pavon, Matthieu",2025-3,2025-02-09,2025,63,0
704,510,19960,"Pavon, Matthieu",2026-3,2026-02-08,2026,74,1
704,510,11276,"Horschel, Billy",2021-3,2021-02-07,2021,53,0
704,510,11276,"Horschel, Billy",2022-3,2022-02-13,2022,6,1
704,510,11276,"Horschel, Billy",2023-3,2023-02-12,2023,32,2
704,510,11276,"Horschel, Billy",2024-3,2024-02-11,2024,41,3
704,510,11276,"Horschel, Billy",2025-3,2025-02-09,2025,78,4
704,510,11276,"Horschel, Billy",2026-3,2026-02-08,2026,74,5
704,510,15310,"Li, Haotong",2026-3,2026-02-08,2026,74,0
704,510,11676,"Finau, Tony",2022-3,2022-02-13,2022,68,0
704,510,11676,"Finau, Tony",2023-3,2023-02-12,2023,14,1
704,510,11676,"Finau, Tony",2026-3,2026-02-08,2026,74,2
704,510,14636,"Spieth, Jordan",2021-3,2021-02-07,2021,4,0
704,510,14636,"Spieth, Jordan",2022-3,2022-02-13,2022,60,1
704,510,14636,"Spieth, Jordan",2023-3,2023-02-12,2023,6,2
704,510,14636,"Spieth, Jordan",2024-3,2024-02-11,2024,6,3
704,510,14636,"Spieth, Jordan",2025-3,2025-02-09,2025,4,4
704,510,14636,"Spieth, Jordan",2026-3,2026-02-08,2026,74,5
704,510,5768,"Hoffman, Charley",2021-3,2021-02-07,2021,67,0
704,510,5768,"Hoffman, Charley",2022-3,2022-02-13,2022,67,1
704,510,5768,"Hoffman, Charley",2023-3,2023-02-12,2023,14,2
704,510,5768,"Hoffman, Charley",2024-3,2024-02-11,2024,2,3
704,510,5768,"Hoffman, Charley",2025-3,2025-02-09,2025,78,4
704,510,5768,"Hoffman, Charley",2026-3,2026-02-08,2026,74,5
704,510,24956,"Blanchet, Chandler",2026-3,2026-02-08,2026,74,0
704,510,22985,"Smotherman, Austin",2023-3,2023-02-12,2023,67,0
704,510,22985,"Smotherman, Austin",2026-3,2026-02-08,2026,74,1
704,510,30620,"Chatfield, Davis",2026-3,2026-02-08,2026,74,0
704,510,20722,"Schmid, Matti",2024-3,2024-02-11,2024,74,0
704,510,20722,"Schmid, Matti",2025-3,2025-02-09,2025,78,1
704,510,20722,"Schmid, Matti",2026-3,2026-02-08,2026,74,2
704,510,25475,"Nyholm, Pontus",2026-3,2026-02-08,2026,74,0
704,510,22833,"Echavarria, Nico",2024-3,2024-02-11,2024,74,0
704,510,22833,"Echavarria, Nico",2025-3,2025-02-09,2025,78,1
704,510,22833,"Echavarria, Nico",2026-3,2026-02-08,2026,74,2
704,510,22465,"Penge, Marco",2026-3,2026-02-08,2026,74,0
704,510,11451,"Garnett, Brice",2021-3,2021-02-07,2021,67,0
704,510,11451,"Garnett, Brice",2022-3,2022-02-13,2022,53,1
704,510,11451,"Garnett, Brice",2025-3,2025-02-09,2025,67,2
704,510,11451,"Garnett, Brice",2026-3,2026-02-08,2026,74,3
704,510,27900,"Potgieter, Aldrich",2026-3,2026-02-08,2026,74,0
704,510,19483,"Burns, Sam",2021-3,2021-02-07,2021,22,0
704,510,19483,"Burns, Sam",2022-3,2022-02-13,2022,68,1
704,510,19483,"Burns, Sam",2023-3,2023-02-12,2023,6,2
704,510,19483,"Burns, Sam",2024-3,2024-02-11,2024,3,3
704,510,19483,"Burns, Sam",2025-3,2025-02-09,2025,49,4
704,510,19483,"Burns, Sam",2026-3,2026-02-08,2026,74,5
704,510,27194,"Hall, Harry",2024-3,2024-02-11,2024,41,0
704,510,27194,"Hall, Harry",2025-3,2025-02-09,2025,78,1
704,510,27194,"Hall, Harry",2026-3,2026-02-08,2026,74,2
704,510,8825,"Harman, Brian",2021-3,2021-02-07,2021,36,0
704,510,8825,"Harman, Brian",2022-3,2022-02-13,2022,14,1
704,510,8825,"Harman, Brian",2023-3,2023-02-12,2023,42,2
704,510,8825,"Harman, Brian",2024-3,2024-02-11,2024,60,3
704,510,8825,"Harman, Brian",2025-3,2025-02-09,2025,25,4
704,510,8825,"Harman, Brian",2026-3,2026-02-08,2026,74,5
704,510,11049,"Simpson, Webb",2021-3,2021-02-07,2021,42,0
704,510,11049,"Simpson, Webb",2023-3,2023-02-12,2023,57,1
704,510,11049,"Simpson, Webb",2025-3,2025-02-09,2025,78,2
704,510,11049,"Simpson, Webb",2026-3,2026-02-08,2026,74,3
704,510,23475,"Novak, Andrew",2024-3,2024-02-11,2024,8,0
704,510,23475,"Novak, Andrew",2025-3,2025-02-09,2025,78,1
704,510,23475,"Novak, Andrew",2026-3,2026-02-08,2026,74,2
704,510,19872,"Riley, Davis",2021-3,2021-02-07,2021,58,0
704,510,19872,"Riley, Davis",2023-3,2023-02-12,2023,67,1
704,510,19872,"Riley, Davis",2025-3,2025-02-09,2025,78,2
704,510,19872,"Riley, Davis",2026-3,2026-02-08,2026,74,3
704,510,19477,"Schenk, Adam",2021-3,2021-02-07,2021,67,0
704,510,19477,"Schenk, Adam",2022-3,2022-02-13,2022,68,1
704,510,19477,"Schenk, Adam",2023-3,2023-02-12,2023,23,2
704,510,19477,"Schenk, Adam",2024-3,2024-02-11,2024,17,3
704,510,19477,"Schenk, Adam",2025-3,2025-02-09,2025,25,4
704,510,19477,"Schenk, Adam",2026-3,2026-02-08,2026,74,5
704,510,25003,"Walker, Danny",2026-3,2026-02-08,2026,74,0
704,510,17032,"Tosti, Alejandro",2026-3,2026-02-08,2026,74,0
704,510,21756,"Cole, Eric",2024-3,2024-02-11,2024,49,0
704,510,21756,"Cole, Eric",2025-3,2025-02-09,2025,78,1
704,510,21756,"Cole, Eric",2026-3,2026-02-08,2026,74,2
704,510,29770,"Mouw, William",2026-3,2026-02-08,2026,74,0
704,510,31585,"Avant, Thomas",2026-3,2026-02-08,2026,74,0
704,510,14181,"Detry, Thomas",2024-3,2024-02-11,2024,28,0
704,510,14181,"Detry, Thomas",2025-3,2025-02-09,2025,1,1
704,510,23323,"MacIntyre, Robert",2024-3,2024-02-11,2024,74,0
704,510,23323,"MacIntyre, Robert",2025-3,2025-02-09,2025,6,1
704,510,14139,"Thomas, Justin",2021-3,2021-02-07,2021,13,0
704,510,14139,"Thomas, Justin",2022-3,2022-02-13,2022,8,1
704,510,14139,"Thomas, Justin",2023-3,2023-02-12,2023,4,2
704,510,14139,"Thomas, Justin",2024-3,2024-02-11,2024,12,3
