course_num,dg_id,player_name,event_key,event_completed,year,finish_position,prior_starts
928,22833,"Echavarria, Nico",2024-10,2024-03-03,2024,21,0
928,22833,"Echavarria, Nico",2025-10,2025-03-02,2025,69,1
928,22833,"Echavarria, Nico",2026-10,2026-03-01,2026,1,2
928,21944,"Moore, Taylor",2025-10,2025-03-02,2025,42,0
928,21944,"Moore, Taylor",2026-10,2026-03-01,2026,2,1
928,22985,"Smotherman, Austin",2026-10,2026-03-01,2026,2,0
928,13900,"Lowry, Shane",2024-10,2024-03-03,2024,4,0
928,13900,"Lowry, Shane",2025-10,2025-03-02,2025,11,1
928,13900,"Lowry, Shane",2026-10,2026-03-01,2026,2,2
928,27819,"Castillo, Ricky",2025-10,2025-03-02,2025,56,0
928,27819,"Castillo, Ricky",2026-10,2026-03-01,2026,5,1
928,17365,"Mitchell, Keith",2024-10,2024-03-03,2024,9,0
928,17365,"Mitchell, Keith",2025-10,2025-03-02,2025,42,1
928,17365,"Mitchell, Keith",2026-10,2026-03-01,2026,6,2
928,29770,"Mouw, William",2025-10,2025-03-02,2025,69,0
928,29770,"Mouw, William",2026-10,2026-03-01,2026,6,1
928,23602,"Hojgaard, Nicolai",2025-10,2025-03-02,2025,18,0
928,23602,"Hojgaard, Nicolai",2026-10,2026-03-01,2026,6,1
928,16243,"Koepka, Brooks",2026-10,2026-03-01,2026,9,0
928,20722,"Schmid, Matti",2024-10,2024-03-03,2024,68,0
928,20722,"Schmid, Matti",2025-10,2025-03-02,2025,18,1
928,20722,"Schmid, Matti",2026-10,2026-03-01,2026,9,2
928,23838,"Hojgaard, Rasmus",2024-10,2024-03-03,2024,68,0
928,23838,"Hojgaard, Rasmus",2026-10,2026-03-01,2026,9,1
928,14509,"Dahmen, Joel",2024-10,2024-03-03,2024,68,0
928,14509,"Dahmen, Joel",2025-10,2025-03-02,2025,32,1
928,14509,"Dahmen, Joel",2026-10,2026-03-01,2026,9,2
928,25475,"Nyholm, Pontus",2026-10,2026-03-01,2026,13,0
928,21883,"Ewart, A.J.",2026-10,2026-03-01,2026,13,0
928,13470,"Kizzire, Patton",2024-10,2024-03-03,2024,68,0
928,13470,"Kizzire, Patton",2025-10,2025-03-02,2025,69,1
928,13470,"Kizzire, Patton",2026-10,2026-03-01,2026,13,2
928,17538,"Homa, Max",2026-10,2026-03-01,2026,13,0
928,19729,"Kanaya, Takumi",2026-10,2026-03-01,2026,17,0
928,19960,"Pavon, Matthieu",2024-10,2024-03-03,2024,28,0
928,19960,"Pavon, Matthieu",2025-10,2025-03-02,2025,42,1
928,19960,"Pavon, Matthieu",2026-10,2026-03-01,2026,17,2
928,21407,"Reitan, Kristoffer",2026-10,2026-03-01,2026,17,0
928,29925,"Yellamaraju, Sudarshan",2026-10,2026-03-01,2026,17,0
928,19840,"Ramey, Chad",2024-10,2024-03-03,2024,35,0
