course_num,dg_id,player_name,event_key,event_completed,year,finish_position,prior_starts
6,27774,"Gotterup, Chris",2026-6,2026-01-18,2026,1,0
6,29767,"Gerard, Ryan",2026-6,2026-01-18,2026,2,0
6,16283,"Rodgers, Patrick",2024-6,2024-01-14,2024,24,0
6,16283,"Rodgers, Patrick",2026-6,2026-01-18,2026,3,1
6,29433,"Bridgeman, Jacob",2024-6,2024-01-14,2024,81,0
6,29433,"Bridgeman, Jacob",2026-6,2026-01-18,2026,4,1
6,23323,"MacIntyre, Robert",2024-6,2024-01-14,2024,52,0
6,23323,"MacIntyre, Robert",2026-6,2026-01-18,2026,4,1
6,25157,"Hodges, Lee",2022-6,2022-01-16,2022,66,0
6,25157,"Hodges, Lee",2026-6,2026-01-18,2026,6,1
6,19872,"Riley, Davis",2022-6,2022-01-16,2022,20,0
6,19872,"Riley, Davis",2024-6,2024-01-14,2024,81,1
6,19872,"Riley, Davis",2026-6,2026-01-18,2026,6,2
6,17606,"Berger, Daniel",2021-6,2021-01-17,2021,7,0
6,17606,"Berger, Daniel",2026-6,2026-01-18,2026,6,1
6,27194,"Hall, Harry",2023-6,2023-01-15,2023,28,0
6,27194,"Hall, Harry",2024-6,2024-01-14,2024,42,1
6,27194,"Hall, Harry",2026-6,2026-01-18,2026,6,2
6,17780,"Pendrith, Taylor",2022-6,2022-01-16,2022,66,0
6,17780,"Pendrith, Taylor",2024-6,2024-01-14,2024,10,1
6,17780,"Pendrith, Taylor",2026-6,2026-01-18,2026,6,2
6,19396,"Knapp, Jake",2024-6,2024-01-14,2024,70,0
6,19396,"Knapp, Jake",2026-6,2026-01-18,2026,11,1
6,14609,"Kim, Si Woo",2021-6,2021-01-17,2021,25,0
6,14609,"Kim, Si Woo",2022-6,2022-01-16,2022,55,1
6,14609,"Kim, Si Woo",2023-6,2023-01-15,2023,1,2
6,14609,"Kim, Si Woo",2024-6,2024-01-14,2024,42,3
6,14609,"Kim, Si Woo",2026-6,2026-01-18,2026,11,4
6,28309,"Coody, Pierceson",2024-6,2024-01-14,2024,81,0
6,28309,"Coody, Pierceson",2026-6,2026-01-18,2026,13,1
6,21688,"Kim, S.H.",2023-6,2023-01-15,2023,12,0
6,21688,"Kim, S.H.",2024-6,2024-01-14,2024,30,1
6,21688,"Kim, S.H.",2026-6,2026-01-18,2026,13,2
6,13562,"Matsuyama, Hideki",2021-6,2021-01-17,2021,19,0
6,13562,"Matsuyama, Hideki",2022-6,2022-01-16,2022,1,1
6,13562,"Matsuyama, Hideki",2023-6,2023-01-15,2023,48,2
6,13562,"Matsuyama, Hideki",2024-6,2024-01-14,2024,30,3
6,13562,"Matsuyama, Hideki",2026-6,2026-01-18,2026,13,4
6,13126,"Taylor, Nick",2021-6,2021-01-17,2021,11,0
6,13126,"Taylor, Nick",2023-6,2023-01-15,2023,7,1
6,13126,"Taylor, Nick",2024-6,2024-01-14,2024,7,2
6,13126,"Taylor, Nick",2026-6,2026-01-18,2026,13,3
6,18424,"Roy, Kevin",2023-6,2023-01-15,2023,77,0
6,18424,"Roy, Kevin",2026-6,2026-01-18,2026,13,1
6,29925,"Yellamaraju, Sudarshan",2026-6,2026-01-18,2026,13,0
6,24968,"Griffin, Ben",2023-6,2023-01-15,2023,12,0
6,24968,"Griffin, Ben",2024-6,2024-01-14,2024,30,1
6,24968,"Griffin, Ben",2026-6,2026-01-18,2026,19,2
6,20766,"Brown, Dan",2026-6,2026-01-18,2026,19,0
6,13764,"Parry, John",2026-6,2026-01-18,2026,19,0
6,27164,"Phillips, Chandler",2024-6,2024-01-14,2024,57,0
6,27164,"Phillips, Chandler",2026-6,2026-01-18,2026,19,1
6,14578,"Henley, Russell",2021-6,2021-01-17,2021,11,0
6,14578,"Henley, Russell",2022-6,2022-01-16,2022,2,1
6,14578,"Henley, Russell",2023-6,2023-01-15,2023,32,2
6,14578,"Henley, Russell",2024-6,2024-01-14,2024,4,3
6,14578,"Henley, Russell",2026-6,2026-01-18,2026,19,4
6,14636,"Spieth, Jordan",2023-6,2023-01-15,2023,77,0
6,14636,"Spieth, Jordan",2026-6,2026-01-18,2026,24,1
6,18634,"McNealy, Maverick",2022-6,2022-01-16,2022,27,0
6,18634,"McNealy, Maverick",2023-6,2023-01-15,2023,7,1
6,18634,"McNealy, Maverick",2024-6,2024-01-14,2024,57,2
6,18634,"McNealy, Maverick",2026-6,2026-01-18,2026,24,3
6,14502,"Cauley, Bud",2026-6,2026-01-18,2026,24,0
6,20954,"Hirata, Kensei",2024-6,2024-01-14,2024,81,0
6,20954,"Hirata, Kensei",2026-6,2026-01-18,2026,24,1
6,17576,"Conners, Corey",2022-6,2022-01-16,2022,11,0
6,17576,"Conners, Corey",2023-6,2023-01-15,2023,12,1
6,17576,"Conners, Corey",2024-6,2024-01-14,2024,57,2
6,17576,"Conners, Corey",2026-6,2026-01-18,2026,24,3
6,22002,"Dumont de Chassart, Adrien",2024-6,2024-01-14,2024,81,0
6,22002,"Dumont de Chassart, Adrien",2026-6,2026-01-18,2026,24,1
6,13470,"Kizzire, Patton",2021-6,2021-01-17,2021,7,0
6,13470,"Kizzire, Patton",2022-6,2022-01-16,2022,42,1
6,13470,"Kizzire, Patton",2023-6,2023-01-15,2023,76,2
6,13470,"Kizzire, Patton",2024-6,2024-01-14,2024,13,3
6,13470,"Kizzire, Patton",2026-6,2026-01-18,2026,24,4
6,25569,"Stevens, Sam",2023-6,2023-01-15,2023,77,0
6,25569,"Stevens, Sam",2024-6,2024-01-14,2024,24,1
6,25569,"Stevens, Sam",2026-6,2026-01-18,2026,31,2
6,17543,"Kim, Michael",2021-6,2021-01-17,2021,65,0
6,17543,"Kim, Michael",2023-6,2023-01-15,2023,77,1
6,17543,"Kim, Michael",2024-6,2024-01-14,2024,42,2
6,17543,"Kim, Michael",2026-6,2026-01-18,2026,31,3
6,25002,"Wu, Dylan",2022-6,2022-01-16,2022,20,0
6,25002,"Wu, Dylan",2023-6,2023-01-15,2023,77,1
6,25002,"Wu, Dylan",2024-6,2024-01-14,2024,42,2
6,25002,"Wu, Dylan",2026-6,2026-01-18,2026,31,3
6,10104,"Power, Seamus",2021-6,2021-01-17,2021,74,0
6,10104,"Power, Seamus",2022-6,2022-01-16,2022,3,1
6,10104,"Power, Seamus",2024-6,2024-01-14,2024,74,2
6,10104,"Power, Seamus",2026-6,2026-01-18,2026,31,3
6,19729,"Kanaya, Takumi",2021-6,2021-01-17,2021,74,0
6,19729,"Kanaya, Takumi",2022-6,2022-01-16,2022,66,1
6,19729,"Kanaya, Takumi",2024-6,2024-01-14,2024,81,2
6,19729,"Kanaya, Takumi",2026-6,2026-01-18,2026,31,3
6,11451,"Garnett, Brice",2021-6,2021-01-17,2021,32,0
6,11451,"Garnett, Brice",2023-6,2023-01-15,2023,21,1
6,11451,"Garnett, Brice",2026-6,2026-01-18,2026,31,2
6,25739,"Yonezawa, Ren",2026-6,2026-01-18,2026,31,0
6,27819,"Castillo, Ricky",2026-6,2026-01-18,2026,31,0
6,23014,"Theegala, Sahith",2022-6,2022-01-16,2022,48,0
6,23014,"Theegala, Sahith",2024-6,2024-01-14,2024,81,1
6,23014,"Theegala, Sahith",2026-6,2026-01-18,2026,31,2
6,13997,"Svensson, Adam",2022-6,2022-01-16,2022,7,0
6,13997,"Svensson, Adam",2023-6,2023-01-15,2023,41,1
6,13997,"Svensson, Adam",2024-6,2024-01-14,2024,30,2
6,13997,"Svensson, Adam",2026-6,2026-01-18,2026,40,3
6,28159,"Meissner, Mac",2026-6,2026-01-18,2026,40,0
6,653,"Singh, Vijay",2021-6,2021-01-17,2021,74,0
6,653,"Singh, Vijay",2026-6,2026-01-18,2026,40,1
6,19870,"McCarthy, Denny",2022-6,2022-01-16,2022,48,0
6,19870,"McCarthy, Denny",2023-6,2023-01-15,2023,32,1
6,19870,"McCarthy, Denny",2024-6,2024-01-14,2024,24,2
6,19870,"McCarthy, Denny",2026-6,2026-01-18,2026,40,3
6,21891,"Kitayama, Kurt",2022-6,2022-01-16,2022,66,0
6,21891,"Kitayama, Kurt",2023-6,2023-01-15,2023,73,1
6,21891,"Kitayama, Kurt",2024-6,2024-01-14,2024,24,2
6,21891,"Kitayama, Kurt",2026-6,2026-01-18,2026,40,3
6,17536,"Spaun, J.J.",2021-6,2021-01-17,2021,74,0
6,17536,"Spaun, J.J.",2022-6,2022-01-16,2022,66,1
6,17536,"Spaun, J.J.",2023-6,2023-01-15,2023,12,2
6,17536,"Spaun, J.J.",2024-6,2024-01-14,2024,81,3
6,17536,"Spaun, J.J.",2026-6,2026-01-18,2026,40,4
